,drug_1,drug_2,cell,label
0,5352062,3657,ACH-000617,0
1,5352062,3657,ACH-000477,0
2,5352062,3657,ACH-000425,0
3,5352062,3657,ACH-000273,0
4,5352062,3657,ACH-000579,0
5,5352062,3657,ACH-000148,0
6,5352062,3657,ACH-000706,0
7,5352062,3657,ACH-001198,0
8,5352062,3657,ACH-000433,0
9,5352062,3657,ACH-000552,0
10,5352062,3657,ACH-001127,0
11,5352062,3657,ACH-000504,0
12,5362420,73265272,ACH-000424,0
13,5352062,126565,ACH-000424,0
14,241902,5746,ACH-000090,0
15,241902,5746,ACH-000343,0
16,241902,5746,ACH-001151,1
17,241902,5746,ACH-001198,1
18,241902,5746,ACH-000655,0
19,241902,5746,ACH-000019,0
20,241902,5746,ACH-000551,0
21,241902,5746,ACH-000811,0
22,241902,5746,ACH-000046,0
23,241902,5746,ACH-000477,0
24,241902,5746,ACH-000997,1
25,241902,5746,ACH-000555,0
26,241902,5746,ACH-000651,1
27,241902,5746,ACH-001208,0
28,241902,5746,ACH-002199,0
29,241902,5746,ACH-000966,0
30,241902,5746,ACH-000147,0
31,241902,5746,ACH-000617,0
32,241902,5746,ACH-000817,1
33,241902,5746,ACH-002159,0
34,241902,5746,ACH-000273,1
35,241902,5746,ACH-000969,0
36,42611257,439525,ACH-000425,1
37,42611257,439525,ACH-000147,1
38,42611257,439525,ACH-000849,1
39,42611257,439525,ACH-000579,1
40,42611257,439525,ACH-000273,1
41,42611257,439525,ACH-000504,1
42,42611257,439525,ACH-001198,1
43,42611257,439525,ACH-000768,1
44,42611257,439525,ACH-000433,1
45,42611257,439525,ACH-000730,1
46,42611257,439525,ACH-000966,0
47,42611257,439525,ACH-000971,0
48,42611257,439525,ACH-001738,0
49,42611257,439525,ACH-000555,1
50,42611257,439525,ACH-000367,0
51,42611257,439525,ACH-000617,0
52,42611257,439525,ACH-000969,1
53,42611257,439525,ACH-000750,1
54,5351307,5284613,ACH-000424,1
55,3657,3685,ACH-000579,0
56,3657,3685,ACH-000046,0
57,3657,3685,ACH-000425,0
58,3657,3685,ACH-000900,0
59,3657,3685,ACH-000376,0
60,3657,3685,ACH-000615,0
61,3657,3685,ACH-000477,0
62,3657,3685,ACH-000551,0
63,3657,3685,ACH-000817,0
64,3657,3685,ACH-001151,0
65,3657,3685,ACH-000655,0
66,3657,3685,ACH-002172,0
67,3657,3685,ACH-002199,0
68,3657,3685,ACH-001208,0
69,3657,3685,ACH-000849,0
70,3657,3685,ACH-000552,0
71,3657,3685,ACH-000681,0
72,3657,3685,ACH-000979,0
73,3657,3685,ACH-000971,0
74,3657,3685,ACH-001081,0
75,3657,3685,ACH-002195,0
76,3657,3685,ACH-000969,0
77,3657,3685,ACH-001039,0
78,3657,3685,ACH-000463,0
79,3657,3685,ACH-000750,0
80,3657,3685,ACH-001198,0
81,3657,3685,ACH-000651,0
82,3657,3685,ACH-000966,0
83,3657,3685,ACH-000696,0
84,3657,3685,ACH-000997,0
85,5746,148121,ACH-000424,1
86,73265272,10366136,ACH-000424,0
87,3367,32874,ACH-000997,0
