,drug_1,drug_2,cell,label
0,2723601,644241,ACH-000090,0
1,5329102,148121,ACH-000090,1
2,59691338,216239,ACH-000811,1
3,5394,237,ACH-000966,0
4,5311,24964624,ACH-000115,1
5,237,2141,ACH-001081,0
6,452548,54608520,ACH-000343,1
7,354624,2141,ACH-001081,0
8,3081361,400633,ACH-000706,0
9,216239,2141,ACH-000273,0
10,2662,104741,ACH-000750,1
11,5311,148121,ACH-000551,1
12,439525,68740,ACH-000971,0
13,123631,5388992,ACH-002172,1
14,208908,163659,ACH-000997,0
15,1805,667490,ACH-000655,0
16,5291,5799,ACH-000681,0
17,13342,24964624,ACH-000028,1
18,2662,248862,ACH-000730,0
19,2567,387447,ACH-000713,0
20,11520894,216239,ACH-000950,1
21,2567,148121,ACH-000288,0
22,5311497,24958200,ACH-000311,1
23,444795,148121,ACH-002199,0
24,5311,54608520,ACH-001198,0
25,42611257,237,ACH-001127,1
26,2567,216239,ACH-000750,0
27,3902,3657,ACH-002172,0
28,24776445,16886,ACH-000969,0
29,5291,387447,ACH-000997,0
30,2578,2141,ACH-000148,1
31,104741,2187,ACH-000433,0
32,126941,24964624,ACH-000788,1
33,5453,3062316,ACH-001127,0
34,439525,5388992,ACH-000969,0
35,123631,5291,ACH-000730,0
36,2723601,3690,ACH-000367,0
37,5799,2478,ACH-000376,0
38,11626560,40926,ACH-000148,1
39,1805,387447,ACH-000861,0
40,54600319,54608520,ACH-000579,0
41,5388992,2907,ACH-000696,1
42,2733525,400633,ACH-000090,0
43,444795,2733525,ACH-000861,0
44,36462,3062316,ACH-001061,1
45,2708,2662,ACH-000849,0
46,5352062,3690,ACH-000651,0
47,3902,2187,ACH-000147,0
48,68740,4114,ACH-000551,0
49,42611257,5352062,ACH-000966,0
50,132971,41744,ACH-000817,1
51,5394,163659,ACH-000825,0
52,60198,444795,ACH-000343,1
53,11626560,5388992,ACH-000433,1
54,5388992,5352062,ACH-000019,0
55,2567,2141,ACH-000425,0
