,drug_1,drug_2,cell,label
0,5799,452548,ACH-002199,1
1,5799,452548,ACH-000971,1
2,5799,452548,ACH-000552,0
3,5799,452548,ACH-000997,1
4,5799,452548,ACH-000849,1
5,5799,452548,ACH-000463,1
6,5799,452548,ACH-000425,0
7,5799,452548,ACH-000273,0
8,216326,123631,ACH-000615,0
9,216326,123631,ACH-000376,0
10,216326,123631,ACH-000817,0
11,216326,123631,ACH-000696,0
12,216326,123631,ACH-000463,0
13,216326,123631,ACH-000900,0
14,216326,123631,ACH-001127,0
15,216326,123631,ACH-000019,0
16,216326,123631,ACH-000477,0
17,216326,123631,ACH-000969,0
18,216326,123631,ACH-000551,0
19,216326,123631,ACH-000552,1
20,216326,123631,ACH-000971,0
21,216326,123631,ACH-001081,0
22,216326,123631,ACH-000979,0
23,216326,123631,ACH-001738,0
24,216326,123631,ACH-000681,0
25,216326,123631,ACH-000555,0
26,216326,123631,ACH-000428,0
27,216326,123631,ACH-002199,0
28,216326,123631,ACH-002195,0
29,216326,123631,ACH-001151,0
30,216326,123631,ACH-000343,0
31,216326,123631,ACH-002159,0
32,216326,123631,ACH-001208,1
33,216326,123631,ACH-000147,0
34,216326,123631,ACH-000504,0
35,216326,123631,ACH-001198,0
36,216326,123631,ACH-000273,1
37,354624,3690,ACH-000147,0
38,354624,3690,ACH-000651,0
39,354624,3690,ACH-000579,0
40,354624,3690,ACH-000706,0
41,354624,3690,ACH-000617,0
42,354624,3690,ACH-001151,1
43,354624,3690,ACH-000997,0
44,354624,3690,ACH-000555,0
45,354624,3690,ACH-000750,0
46,354624,3690,ACH-001127,0
47,354624,3690,ACH-000288,0
48,354624,3690,ACH-002159,0
49,354624,3690,ACH-000477,0
50,354624,3690,ACH-000273,0
51,354624,3690,ACH-001039,0
52,354624,3690,ACH-000979,0
53,354624,3690,ACH-000971,0
54,354624,3690,ACH-000376,0
55,354624,3690,ACH-001208,0
56,354624,3690,ACH-000849,1
57,354624,3690,ACH-001738,0
58,354624,3690,ACH-002195,0
59,354624,3690,ACH-000504,1
60,354624,3690,ACH-000551,0
61,354624,3690,ACH-000861,0
62,354624,3690,ACH-000900,0
63,6194,2578,ACH-002172,1
64,6194,2578,ACH-000463,0
65,6194,2578,ACH-000696,0
66,6194,2578,ACH-000817,0
67,6194,2578,ACH-000376,1
68,6194,2578,ACH-000551,0
69,6194,2578,ACH-000750,0
70,6194,2578,ACH-000477,0
71,6194,2578,ACH-001127,0
72,6194,2578,ACH-000971,1
73,6194,2578,ACH-000825,0
74,6194,2578,ACH-000966,0
75,6194,2578,ACH-000555,0
76,6194,2578,ACH-000046,0
77,6194,2578,ACH-001738,1
78,6194,2578,ACH-001039,1
79,6194,2578,ACH-000768,0
80,6194,2578,ACH-000615,0
81,6194,2578,ACH-000730,0
82,6194,2578,ACH-000090,0
83,6194,2578,ACH-000428,0
84,6194,2578,ACH-000433,0
85,6194,2578,ACH-000849,1
86,6194,2578,ACH-002159,0
87,6194,2578,ACH-000425,0
88,6194,2578,ACH-000811,0
89,6194,2578,ACH-000504,1
90,6194,2578,ACH-000651,0
91,68740,3685,ACH-001151,0
92,68740,3685,ACH-000288,0
93,68740,3685,ACH-000615,0
94,68740,3685,ACH-001081,0
95,68740,3685,ACH-000428,1
96,68740,3685,ACH-002195,1
97,68740,3685,ACH-002199,0
98,68740,3685,ACH-000651,0
99,68740,3685,ACH-001198,0
100,68740,3685,ACH-000367,1
101,2662,2733525,ACH-000730,1
102,2662,2733525,ACH-001081,0
103,2662,2733525,ACH-001738,0
104,2662,2733525,ACH-000019,0
105,2662,2733525,ACH-000463,0
106,2662,2733525,ACH-000552,1
107,2662,2733525,ACH-000367,0
108,2662,2733525,ACH-000696,0
109,2662,2733525,ACH-000046,0
110,2662,2733525,ACH-000615,0
111,2662,2733525,ACH-000655,1
112,2662,2733525,ACH-000825,0
113,2662,2733525,ACH-000288,0
114,2662,2733525,ACH-001151,0
115,2662,2733525,ACH-000477,1
116,2662,2733525,ACH-000433,0
117,2662,2733525,ACH-001127,1
118,2662,2733525,ACH-000555,0
119,2662,2733525,ACH-000681,0
120,2662,2733525,ACH-000428,0
121,2662,2733525,ACH-000861,1
122,2662,2733525,ACH-000579,0
123,2662,2733525,ACH-000504,1
124,2662,2733525,ACH-000768,1
125,5035,216326,ACH-000555,0
126,5035,216326,ACH-002195,0
127,5035,216326,ACH-000343,0
128,5035,216326,ACH-001738,0
129,5035,216326,ACH-000997,0
130,5035,216326,ACH-000433,0
131,5035,216326,ACH-000428,0
132,5035,216326,ACH-000551,0
133,5035,216326,ACH-000696,1
134,5035,216326,ACH-000504,0
135,5035,216326,ACH-000706,0
136,5035,216326,ACH-000861,0
137,5035,216326,ACH-000849,0
138,5035,216326,ACH-000463,0
139,5035,216326,ACH-000825,0
140,5035,216326,ACH-001151,0
141,5035,216326,ACH-000019,0
142,5035,216326,ACH-000477,0
143,5035,216326,ACH-000273,0
144,5035,216326,ACH-001208,0
145,5035,216326,ACH-000971,1
146,5035,216326,ACH-002199,0
147,5035,216326,ACH-000090,1
148,5035,216326,ACH-000730,1
149,5035,216326,ACH-000147,0
150,5035,216326,ACH-000811,0
151,5035,216326,ACH-000681,0
152,5035,216326,ACH-000750,0
153,104842,5360373,ACH-002199,0
154,104842,5360373,ACH-000147,0
155,104842,5360373,ACH-000090,0
156,104842,5360373,ACH-000019,0
157,104842,5360373,ACH-000817,0
158,104842,5360373,ACH-001151,0
159,104842,5360373,ACH-001081,0
160,104842,5360373,ACH-000551,0
161,104842,5360373,ACH-000615,0
162,104842,5360373,ACH-000433,0
163,104842,5360373,ACH-000425,0
164,4091,46926350,ACH-000788,0
165,4091,46926350,ACH-000757,0
166,4091,46926350,ACH-000713,0
