,drug_1,drug_2,cell,label
0,5453,4842,ACH-001127,1
1,24776445,667490,ACH-001198,0
2,71384,5394,ACH-000825,0
3,60198,237,ACH-001198,1
4,5394,667490,ACH-000971,1
5,60198,4212,ACH-000555,1
6,5291,3062316,ACH-000655,1
7,444795,5360373,ACH-001127,0
8,15953832,24748204,ACH-000463,0
9,4212,4114,ACH-000971,0
10,6194,32874,ACH-001198,0
11,72466,163659,ACH-000702,1
12,3902,5291,ACH-001039,0
13,4212,163659,ACH-000477,1
14,3385,4211,ACH-000811,1
15,2187,32874,ACH-000579,1
16,123631,3902,ACH-000463,1
17,4212,457193,ACH-000811,0
18,6194,148121,ACH-000730,0
19,132971,2187,ACH-001190,1
20,6252,237,ACH-000849,0
21,68740,5426,ACH-000979,0
22,71384,457193,ACH-000655,1
23,42611257,3690,ACH-000019,1
24,11683,3062316,ACH-001738,1
25,216453,11520894,ACH-000348,1
26,54608520,208908,ACH-000288,1
27,452548,54608520,ACH-002172,1
28,3081361,4114,ACH-000681,0
29,216453,24856436,ACH-000950,1
30,444795,32874,ACH-000750,0
31,5329102,3062316,ACH-001374,1
32,5394,104842,ACH-000348,1
33,3385,9826528,ACH-001418,1
34,132971,42611257,ACH-000433,1
35,644241,3690,ACH-000148,0
36,132971,4114,ACH-000504,1
37,6194,11626560,ACH-000811,0
38,457193,216239,ACH-000477,0
39,216453,24964624,ACH-000291,1
40,132971,3062316,ACH-001738,0
41,2907,5394,ACH-000657,1
42,5388992,32874,ACH-000551,0
43,3085106,2723601,ACH-002199,0
44,5360373,32874,ACH-001190,0
45,36462,46926350,ACH-000322,0
46,444795,5291,ACH-002172,0
47,3062316,68740,ACH-001127,0
48,4212,148121,ACH-000551,0
49,5746,3062316,ACH-000757,1
50,3385,148121,ACH-000696,1
51,11683,2141,ACH-000750,0
52,3081361,208908,ACH-000504,0
53,11626560,237,ACH-000343,0
54,439525,1546,ACH-000504,0
55,444795,2141,ACH-000046,0
56,60198,5453,ACH-000615,1
57,42611257,163659,ACH-000552,1
58,6450551,3085106,ACH-000343,1
59,216453,5288382,ACH-000219,1
60,1805,2187,ACH-000971,1
61,216453,11520894,ACH-000322,1
62,667490,2578,ACH-001198,0
63,3902,1805,ACH-001208,0
64,104842,163659,ACH-000696,0
65,457193,68740,ACH-000273,0
66,5311,216239,ACH-000651,1
67,68740,16886,ACH-000555,0
68,24776445,5746,ACH-000969,1
69,126941,24964624,ACH-000900,1
70,452548,5360373,ACH-000288,1
71,123631,40926,ACH-001190,0
72,4211,354624,ACH-000681,0
73,3085106,5746,ACH-001151,0
74,3902,40926,ACH-001151,0
75,3385,5311,ACH-000019,1
76,5453,57469,ACH-000861,0
77,1546,32874,ACH-000768,0
78,3085106,5453,ACH-000696,0
79,5329102,104842,ACH-000425,1
80,1546,4114,ACH-000900,0
81,11683,3690,ACH-000428,1
82,104842,208908,ACH-000147,0
83,457193,5311,ACH-002195,1
84,24856436,11520894,ACH-000028,1
85,32874,104741,ACH-000046,0
86,1805,667490,ACH-000971,1
87,5329102,24964624,ACH-001374,1
88,3367,237,ACH-000696,0
89,2723601,163659,ACH-000090,0
90,5426,40926,ACH-000706,0
91,24776445,3081361,ACH-001081,0
92,3385,104741,ACH-000425,0
93,68740,3690,ACH-000706,0
94,2723601,104842,ACH-001198,0
95,4211,2187,ACH-001039,1
96,123631,208908,ACH-000825,0
97,457193,104741,ACH-001081,1
98,11626560,452548,ACH-000477,0
99,457193,5329102,ACH-000861,1
100,126941,40926,ACH-002159,0
101,24958200,11960529,ACH-000035,0
102,667490,40926,ACH-000730,0
103,354624,5799,ACH-000979,0
104,68740,2907,ACH-000730,1
105,5388992,6445540,ACH-000849,0
106,6194,667490,ACH-000376,0
107,11626560,5746,ACH-001127,0
108,4212,216239,ACH-000551,1
109,457193,104842,ACH-000969,0
110,6450551,1546,ACH-000997,0
111,3081361,104741,ACH-000997,0
112,24776445,2578,ACH-000696,0
113,3385,40926,ACH-000147,0
114,24776445,5311,ACH-001081,0
115,11626560,68740,ACH-001738,1
116,32874,123631,ACH-000811,0
117,216453,24856436,ACH-001061,1
118,644241,57469,ACH-000811,0
119,3062316,5746,ACH-000019,0
120,3085106,40926,ACH-001151,0
121,2723601,2187,ACH-001127,1
122,1546,32874,ACH-000681,0
123,163659,32874,ACH-000147,1
124,3062316,148121,ACH-000966,0
125,2723601,104842,ACH-000579,0
126,3385,354624,ACH-001081,0
127,444795,5394,ACH-000615,0
128,11626560,2187,ACH-000617,0
129,11626560,6194,ACH-001081,0
