,drug_1,drug_2,cell,label
0,3367,644241,ACH-000477,0
1,3367,644241,ACH-001198,0
2,3367,644241,ACH-000861,1
3,3367,644241,ACH-000706,0
4,3367,644241,ACH-000817,1
5,3367,644241,ACH-000148,0
6,3367,644241,ACH-002199,0
7,3367,644241,ACH-000551,0
8,3367,644241,ACH-000696,0
9,3367,644241,ACH-002195,0
10,3367,644241,ACH-000971,1
11,3367,644241,ACH-000147,0
12,3367,644241,ACH-001039,0
13,3367,644241,ACH-000811,0
14,3367,644241,ACH-000273,0
15,3367,644241,ACH-001127,0
16,3367,644241,ACH-001081,0
17,3367,644241,ACH-000376,0
18,3367,644241,ACH-000655,0
19,3367,644241,ACH-000019,0
20,3367,644241,ACH-000900,1
21,3367,644241,ACH-000428,0
22,3367,644241,ACH-000552,1
23,448799,10366136,ACH-000424,0
24,2907,216239,ACH-000552,0
25,2907,216239,ACH-000950,0
26,2907,216239,ACH-000311,0
27,2907,216239,ACH-000900,0
28,2907,216239,ACH-001374,0
29,2907,216239,ACH-000348,0
30,2907,216239,ACH-000665,1
31,2907,216239,ACH-000811,1
32,2907,216239,ACH-000421,0
33,2907,216239,ACH-000425,0
34,2907,216239,ACH-000097,1
35,4114,2578,ACH-000428,1
36,4114,2578,ACH-000504,0
37,4114,2578,ACH-000552,1
38,4114,2578,ACH-000817,0
39,4114,2578,ACH-000463,1
40,4114,2578,ACH-000655,0
41,4114,2578,ACH-000376,1
42,4114,2578,ACH-000979,1
43,4114,2578,ACH-001198,0
44,4114,2578,ACH-000768,0
45,4114,2578,ACH-000343,0
46,4114,2578,ACH-000706,1
47,4114,2578,ACH-000651,0
48,4114,2578,ACH-001039,0
49,4114,2578,ACH-000617,0
50,4114,2578,ACH-000273,0
51,4114,2578,ACH-000425,0
52,4114,2578,ACH-000551,1
53,4114,2578,ACH-001081,0
54,4114,2578,ACH-001208,1
55,4114,2578,ACH-000825,0
56,4114,2578,ACH-000579,1
57,4114,2578,ACH-000696,1
58,4114,2578,ACH-001127,0
59,4114,2578,ACH-000367,0
60,4114,2578,ACH-000288,0
61,4114,2578,ACH-000900,0
62,248862,354624,ACH-000090,0
63,248862,354624,ACH-001198,0
64,248862,354624,ACH-001738,1
65,248862,354624,ACH-000148,0
66,248862,354624,ACH-000425,0
67,248862,354624,ACH-000706,0
68,248862,354624,ACH-002172,0
69,248862,354624,ACH-000046,0
70,248862,354624,ACH-000971,0
71,248862,354624,ACH-000849,0
72,248862,354624,ACH-001127,1
73,248862,354624,ACH-000825,0
74,248862,354624,ACH-000428,0
75,248862,354624,ACH-000969,0
76,126941,6917907,ACH-001685,1
77,126941,6917907,ACH-000424,1
78,42611257,5035,ACH-000768,1
79,42611257,5035,ACH-000148,1
80,42611257,5035,ACH-002199,1
81,42611257,5035,ACH-001190,1
82,42611257,5035,ACH-000090,1
83,42611257,5035,ACH-000343,1
84,42611257,5035,ACH-000288,1
85,42611257,5035,ACH-000147,1
86,42611257,5035,ACH-000849,1
87,42611257,5035,ACH-000579,1
88,42611257,5035,ACH-000504,1
89,42611257,5035,ACH-001198,1
90,42611257,5035,ACH-000811,1
91,42611257,5035,ACH-000273,1
92,42611257,5035,ACH-000655,1
93,42611257,5035,ACH-000817,1
94,42611257,5035,ACH-000696,1
95,42611257,5035,ACH-000617,1
96,42611257,5035,ACH-000463,1
97,42611257,5035,ACH-002172,1
98,42611257,5035,ACH-000367,1
99,42611257,5035,ACH-000019,1
100,42611257,5035,ACH-000477,1
101,42611257,5035,ACH-000750,1
102,42611257,5035,ACH-000551,1
103,42611257,5035,ACH-000825,1
104,42611257,5035,ACH-000971,1
105,42611257,5035,ACH-000706,1
106,42611257,5035,ACH-000979,1
107,42611257,5035,ACH-001738,1
108,42611257,5035,ACH-000046,1
109,42611257,5035,ACH-000681,1
110,42611257,132971,ACH-000825,1
111,42611257,132971,ACH-000979,1
112,42611257,132971,ACH-000477,1
113,42611257,132971,ACH-001127,1
114,42611257,132971,ACH-000288,1
115,42611257,132971,ACH-002159,1
116,42611257,132971,ACH-000504,1
117,42611257,132971,ACH-000811,1
118,42611257,132971,ACH-000579,1
119,42611257,132971,ACH-000615,1
120,42611257,132971,ACH-000730,1
121,42611257,132971,ACH-000433,1
122,42611257,132971,ACH-001190,1
123,132971,24776445,ACH-000750,1
124,132971,24776445,ACH-000551,1
125,132971,24776445,ACH-000900,0
126,132971,24776445,ACH-000696,0
127,132971,24776445,ACH-000825,0
128,132971,24776445,ACH-000861,0
129,132971,24776445,ACH-002195,0
130,132971,24776445,ACH-001151,0
131,132971,24776445,ACH-000433,1
132,132971,24776445,ACH-000428,1
133,132971,24776445,ACH-002199,1
134,132971,24776445,ACH-000768,1
135,132971,24776445,ACH-000147,1
136,132971,24776445,ACH-000343,0
137,5453,5291,ACH-000696,0
138,5453,5291,ACH-000343,0
139,5453,5291,ACH-000817,0
140,5453,5291,ACH-000655,0
141,5453,5291,ACH-001127,0
142,5453,5291,ACH-000966,0
143,5453,5291,ACH-002199,0
144,5453,5291,ACH-000706,0
145,5453,5291,ACH-000019,0
146,5453,5291,ACH-000367,0
147,5453,5291,ACH-000504,0
148,5453,5291,ACH-001039,0
149,5453,5291,ACH-000615,0
150,5453,5291,ACH-001208,0
151,5453,5291,ACH-001081,0
152,5453,5291,ACH-000681,0
153,5453,5291,ACH-002195,0
154,5453,5291,ACH-000750,0
155,5453,5291,ACH-000730,0
156,5453,5291,ACH-000046,0
157,5453,5291,ACH-000477,0
158,5453,5291,ACH-000811,0
159,5453,5291,ACH-000148,0
160,5453,5291,ACH-000900,0
161,5453,5291,ACH-001198,0
162,5453,5291,ACH-000147,0
163,5453,5291,ACH-000552,0
164,5453,5291,ACH-000849,0
165,5453,5291,ACH-002172,0
166,5453,5291,ACH-000969,0
167,5453,5291,ACH-000971,0
168,5453,5291,ACH-000463,0
169,5360373,241902,ACH-000900,0
170,5360373,241902,ACH-002195,0
171,5360373,241902,ACH-000617,0
172,5360373,241902,ACH-000997,1
173,5360373,241902,ACH-000433,1
