,drug_1,drug_2,cell,label
0,3385,11960529,ACH-000788,1
1,3385,24856436,ACH-000788,1
2,3385,11977753,ACH-000788,1
3,3385,387447,ACH-000788,0
4,3385,3062316,ACH-000788,1
5,3385,46926350,ACH-000788,1
6,3385,176870,ACH-000788,1
7,3385,5288382,ACH-000788,1
8,3385,216453,ACH-000788,1
9,3385,208908,ACH-000788,1
10,3385,24964624,ACH-000788,1
11,3385,24958200,ACH-000788,1
12,3385,24748204,ACH-000788,1
13,3385,11520894,ACH-000788,1
14,3385,46239015,ACH-000788,1
15,3385,9826528,ACH-000788,1
16,3385,216239,ACH-000788,1
17,3385,5329102,ACH-000788,1
18,3385,5394,ACH-000788,1
19,3385,5311,ACH-000788,1
20,11960529,216239,ACH-000788,1
21,24856436,11977753,ACH-000788,1
22,24856436,3062316,ACH-000788,1
23,24856436,46926350,ACH-000788,1
24,24856436,176870,ACH-000788,1
25,24856436,5288382,ACH-000788,1
26,24856436,208908,ACH-000788,1
27,24856436,24964624,ACH-000788,1
28,24856436,24958200,ACH-000788,1
29,24856436,11520894,ACH-000788,1
30,24856436,46239015,ACH-000788,1
31,24856436,9826528,ACH-000788,1
32,24856436,104842,ACH-000788,1
33,24856436,216239,ACH-000788,1
34,11977753,46926350,ACH-000788,1
35,11977753,46239015,ACH-000788,1
36,11977753,216239,ACH-000788,1
37,387447,11960529,ACH-000788,1
38,387447,11977753,ACH-000788,1
39,387447,3062316,ACH-000788,1
40,387447,46239015,ACH-000788,1
41,387447,104842,ACH-000788,1
42,387447,216239,ACH-000788,1
43,2567,11960529,ACH-000788,1
44,2567,24856436,ACH-000788,1
45,2567,11977753,ACH-000788,1
46,2567,387447,ACH-000788,1
47,2567,3062316,ACH-000788,1
48,2567,46926350,ACH-000788,1
49,2567,176870,ACH-000788,1
50,2567,5288382,ACH-000788,1
51,2567,216453,ACH-000788,1
52,2567,208908,ACH-000788,1
53,2567,24964624,ACH-000788,1
54,2567,24958200,ACH-000788,1
55,2567,24748204,ACH-000788,1
56,2567,11520894,ACH-000788,1
57,2567,46239015,ACH-000788,1
58,2567,9826528,ACH-000788,0
59,2567,216239,ACH-000788,0
60,2567,5329102,ACH-000788,1
61,2567,5394,ACH-000788,0
62,2567,5311,ACH-000788,1
63,2907,11960529,ACH-000788,1
64,2907,5394,ACH-000788,1
65,3062316,11960529,ACH-000788,0
66,3062316,11977753,ACH-000788,1
67,3062316,46926350,ACH-000788,1
68,3062316,5288382,ACH-000788,0
69,3062316,11520894,ACH-000788,1
70,3062316,46239015,ACH-000788,1
71,3062316,104842,ACH-000788,1
72,3062316,216239,ACH-000788,1
73,5743,176870,ACH-000788,0
74,5743,46239015,ACH-000788,0
75,5743,216239,ACH-000788,1
76,5743,5394,ACH-000788,0
77,31703,11960529,ACH-000788,0
78,31703,24856436,ACH-000788,1
79,31703,387447,ACH-000788,1
80,31703,46926350,ACH-000788,1
81,31703,176870,ACH-000788,0
82,31703,5288382,ACH-000788,1
83,31703,208908,ACH-000788,1
84,31703,24964624,ACH-000788,0
85,31703,24958200,ACH-000788,0
86,31703,24748204,ACH-000788,0
87,31703,11520894,ACH-000788,0
88,31703,46239015,ACH-000788,0
89,31703,9826528,ACH-000788,1
90,31703,216239,ACH-000788,0
91,31703,5329102,ACH-000788,0
92,31703,5394,ACH-000788,0
93,31703,5311,ACH-000788,1
94,176870,11977753,ACH-000788,1
95,176870,387447,ACH-000788,0
96,176870,3062316,ACH-000788,1
97,176870,46926350,ACH-000788,1
98,176870,5288382,ACH-000788,1
99,176870,11520894,ACH-000788,1
100,176870,46239015,ACH-000788,1
101,176870,9826528,ACH-000788,1
102,176870,104842,ACH-000788,1
103,176870,216239,ACH-000788,1
104,36462,24856436,ACH-000788,1
105,36462,11977753,ACH-000788,1
106,36462,387447,ACH-000788,1
107,36462,3062316,ACH-000788,0
108,36462,46926350,ACH-000788,1
109,36462,176870,ACH-000788,1
110,36462,5288382,ACH-000788,1
111,36462,208908,ACH-000788,1
112,36462,24964624,ACH-000788,1
113,36462,24958200,ACH-000788,1
114,36462,11520894,ACH-000788,1
115,36462,46239015,ACH-000788,1
116,36462,9826528,ACH-000788,1
117,36462,5329102,ACH-000788,1
118,36462,5394,ACH-000788,1
119,36462,5311,ACH-000788,1
120,5288382,11977753,ACH-000788,1
121,5288382,46926350,ACH-000788,1
122,5288382,46239015,ACH-000788,1
123,5288382,104842,ACH-000788,1
124,5288382,216239,ACH-000788,1
125,216453,24856436,ACH-000788,1
126,216453,11977753,ACH-000788,1
127,216453,387447,ACH-000788,1
128,216453,3062316,ACH-000788,1
129,216453,46926350,ACH-000788,1
130,216453,176870,ACH-000788,1
131,216453,36462,ACH-000788,1
132,216453,5288382,ACH-000788,1
133,216453,208908,ACH-000788,1
134,216453,24964624,ACH-000788,1
135,216453,24958200,ACH-000788,1
136,216453,24748204,ACH-000788,1
137,216453,11520894,ACH-000788,1
138,216453,46239015,ACH-000788,1
139,216453,9826528,ACH-000788,1
140,216453,104842,ACH-000788,1
141,216453,216239,ACH-000788,1
142,216453,5329102,ACH-000788,1
143,216453,5394,ACH-000788,1
144,216453,5311497,ACH-000788,1
145,216453,5311,ACH-000788,1
146,208908,11977753,ACH-000788,1
147,208908,387447,ACH-000788,1
148,208908,3062316,ACH-000788,1
149,208908,46926350,ACH-000788,1
150,208908,176870,ACH-000788,1
151,208908,5288382,ACH-000788,1
152,208908,24964624,ACH-000788,1
153,208908,24958200,ACH-000788,1
154,208908,24748204,ACH-000788,1
155,208908,11520894,ACH-000788,1
156,208908,46239015,ACH-000788,1
157,208908,9826528,ACH-000788,1
158,208908,104842,ACH-000788,1
159,208908,216239,ACH-000788,1
160,4091,11960529,ACH-000788,1
161,4091,387447,ACH-000788,0
162,4091,46926350,ACH-000788,0
163,4091,11520894,ACH-000788,1
164,4091,46239015,ACH-000788,0
165,4091,9826528,ACH-000788,1
166,126941,11960529,ACH-000788,0
167,126941,24856436,ACH-000788,0
168,126941,11977753,ACH-000788,0
169,126941,387447,ACH-000788,0
170,126941,46926350,ACH-000788,1
171,126941,5288382,ACH-000788,0
172,126941,216453,ACH-000788,0
173,126941,208908,ACH-000788,0
174,126941,24964624,ACH-000788,1
175,126941,24958200,ACH-000788,0
176,126941,24748204,ACH-000788,0
177,126941,11520894,ACH-000788,0
178,126941,46239015,ACH-000788,0
179,126941,9826528,ACH-000788,0
180,126941,216239,ACH-000788,0
181,126941,5329102,ACH-000788,0
182,126941,5394,ACH-000788,0
183,126941,5311,ACH-000788,0
184,5746,24856436,ACH-000788,1
185,5746,11977753,ACH-000788,1
186,5746,387447,ACH-000788,1
187,5746,3062316,ACH-000788,1
188,5746,46926350,ACH-000788,1
189,5746,176870,ACH-000788,0
190,5746,5288382,ACH-000788,1
191,5746,208908,ACH-000788,1
192,5746,24964624,ACH-000788,1
193,5746,24958200,ACH-000788,1
194,5746,24748204,ACH-000788,1
195,5746,11520894,ACH-000788,1
196,5746,46239015,ACH-000788,1
197,5746,9826528,ACH-000788,1
198,5746,216239,ACH-000788,0
199,5746,5329102,ACH-000788,1
200,5746,5394,ACH-000788,1
201,5746,5311,ACH-000788,1
202,24964624,11977753,ACH-000788,1
203,24964624,387447,ACH-000788,0
204,24964624,3062316,ACH-000788,1
205,24964624,46926350,ACH-000788,1
206,24964624,176870,ACH-000788,1
207,24964624,5288382,ACH-000788,1
208,24964624,11520894,ACH-000788,1
209,24964624,46239015,ACH-000788,1
210,24964624,9826528,ACH-000788,1
211,24964624,104842,ACH-000788,1
212,24964624,216239,ACH-000788,1
213,59691338,3385,ACH-000788,1
214,59691338,11960529,ACH-000788,1
215,59691338,24856436,ACH-000788,0
216,59691338,387447,ACH-000788,1
217,59691338,2567,ACH-000788,0
218,59691338,3062316,ACH-000788,0
219,59691338,46926350,ACH-000788,0
220,59691338,176870,ACH-000788,0
221,59691338,216453,ACH-000788,1
222,59691338,208908,ACH-000788,0
223,59691338,4091,ACH-000788,1
224,59691338,126941,ACH-000788,0
225,59691338,24964624,ACH-000788,0
226,59691338,24958200,ACH-000788,0
227,59691338,24748204,ACH-000788,0
228,59691338,11520894,ACH-000788,0
229,59691338,46239015,ACH-000788,0
230,59691338,15953832,ACH-000788,0
231,59691338,36314,ACH-000788,0
232,59691338,9826528,ACH-000788,1
233,59691338,104842,ACH-000788,0
234,59691338,216239,ACH-000788,1
235,59691338,5329102,ACH-000788,1
236,59691338,5394,ACH-000788,0
237,59691338,13342,ACH-000788,0
238,59691338,5311497,ACH-000788,0
239,59691338,5311,ACH-000788,0
240,24958200,11960529,ACH-000788,0
241,24958200,11977753,ACH-000788,0
242,24958200,46926350,ACH-000788,1
243,24958200,176870,ACH-000788,1
244,24958200,5288382,ACH-000788,1
245,24958200,24964624,ACH-000788,1
